iter	Logloss
294	0.08365004677
295	0.08354251717
296	0.08338048688
297	0.08318462307
298	0.0831161226
299	0.08301362902
300	0.08285711352
301	0.08275292649
302	0.08260735192
303	0.08252024124
304	0.08245610296
305	0.08240327798
306	0.08228998533
307	0.08222869311
308	0.08207991783
309	0.08203149936
310	0.08191261213
311	0.08173628061
312	0.08163848613
313	0.08140749433
314	0.0812556336
315	0.08113939737
316	0.08100739699
317	0.08092890428
318	0.080844551
319	0.08078786035
320	0.08068082726
321	0.08055802115
322	0.08052502106
323	0.08044011807
324	0.08035826507
325	0.08025422876
326	0.08014895119
327	0.08005193694
328	0.07995653634
329	0.07983818994
330	0.07972412594
331	0.07964133311
332	0.07949368384
333	0.07941458823
334	0.07923168684
335	0.07916540293
336	0.07910069721
337	0.07897965549
338	0.07888099212
339	0.07876086361
340	0.07870489112
341	0.0786073449
342	0.07851084488
343	0.07838068868
344	0.07833076296
345	0.07825822835
346	0.07821134375
347	0.0780605115
348	0.07801314812
349	0.0779301159
350	0.07785109123
351	0.07774744504
352	0.07768316489
353	0.07762298095
354	0.07757339214
355	0.07750332235
356	0.07741994436
357	0.07730130538
358	0.07724352418
359	0.07714713056
360	0.0770899434
361	0.07701770139
362	0.07689736896
363	0.07672630398
364	0.07664439778
365	0.07660483668
366	0.07650520689
367	0.07644886202
368	0.07639649808
369	0.07637036045
370	0.07634270668
371	0.07625866372
372	0.07615751781
373	0.07610067643
374	0.07608078948
375	0.07601174818
376	0.07597526365
377	0.07593712115
378	0.07585618136
379	0.07578352264
380	0.07568286436
381	0.07559987648
382	0.07552291764
383	0.07541504226
384	0.07538094275
385	0.07533308286
386	0.07525998082
387	0.07519275709
388	0.07518061922
389	0.07512091405
390	0.07505229832
391	0.07496518765
392	0.07489416917
393	0.07481199698
394	0.07476038668
395	0.07466004759
396	0.07455039897
397	0.07446809378
398	0.07445364183
399	0.07437007765
400	0.0743326666
401	0.074278955
402	0.07426617434
403	0.07417060085
404	0.0740297564
405	0.07390786352
406	0.07381573013
407	0.07373675865
408	0.07361518495
409	0.07355102006
410	0.07350677316
411	0.07341684302
412	0.07334892773
413	0.07327266044
414	0.07321690074
415	0.07313382863
416	0.07311890677
417	0.0730532568
418	0.07298796591
419	0.07294279691
420	0.07288407146
421	0.0728631117
422	0.07279671696
423	0.07273991992
424	0.07267618505
425	0.07261276493
426	0.07259122886
427	0.07252603106
428	0.07249329696
429	0.0724453351
430	0.07241170994
431	0.07236866441
432	0.07228200147
433	0.0722211437
434	0.07220127448
435	0.07213895821
436	0.07206802396
437	0.07202919875
438	0.07197530096
439	0.07193324845
440	0.07189239288
441	0.07185273424
442	0.07182702662
443	0.07177340812
444	0.07175954134
445	0.07173057981
446	0.0716795857
447	0.0715936365
448	0.07149720742
449	0.07145167935
450	0.07141589969
451	0.07137121391
452	0.07135812736
453	0.07130945621
454	0.07124868709
455	0.07119734277
456	0.07115119849
457	0.0710851983
458	0.07103520608
459	0.07100144349
460	0.07095466085
461	0.07093694169
462	0.07085855095
463	0.0708139494
464	0.07075530374
465	0.07072980004
466	0.07068131065
467	0.07064394837
468	0.07058942107
469	0.0705580568
470	0.07052687428
471	0.07048080093
472	0.0704458946
473	0.0704136437
474	0.07037176408
475	0.07032994208
476	0.07030525851
477	0.07028131083
478	0.07026153915
479	0.07024141281
480	0.07021007957
481	0.07015376573
482	0.07010293122
483	0.07003436869
484	0.06999125223
485	0.06995226299
486	0.06993614419
487	0.06990963861
488	0.0698715759
489	0.06983633265
490	0.06979015734
491	0.06974812699
492	0.06971442646
493	0.06966720937
494	0.06960864351
495	0.06955155831
496	0.06949844075
497	0.06946732916
498	0.06943808835
499	0.0693919751
500	0.06936750431
501	0.06932239295
502	0.06928790333
503	0.06925528448
504	0.06923154516
505	0.06918536542
506	0.06914749333
507	0.06913327191
508	0.06910674859
509	0.06907576113
510	0.0690245498
511	0.06897434923
512	0.06894583544
513	0.06891162954
514	0.06888204737
515	0.06884159965
516	0.06877117964
517	0.06875736606
518	0.06874334412
519	0.06871803991
520	0.06866361458
521	0.06864019888
522	0.06861405237
523	0.06858226695
524	0.06857141469
525	0.06853228803
526	0.06850079076
527	0.06847483932
528	0.06845782946
529	0.06843230803
530	0.0684105902
531	0.06837594099
532	0.06834391618
533	0.06831510981
534	0.06828758904
535	0.06827065012
536	0.06821902651
537	0.06819530935
538	0.06813983337
539	0.06811196682
540	0.06807125311
541	0.06805136173
542	0.06802980793
543	0.06799884707
544	0.06797034215
545	0.06796433528
546	0.06793591016
547	0.06790044082
548	0.06787414803
549	0.06784406492
550	0.06780889703
551	0.06776363051
552	0.06772043869
553	0.06767843494
554	0.06764940248
555	0.06760082886
556	0.067564433
557	0.06753919972
558	0.06751011406
559	0.0674965177
560	0.06745175656
561	0.06742982151
562	0.06739520776
563	0.06738106613
564	0.06736175992
565	0.06734415603
566	0.06732667626
567	0.06730945805
568	0.06730953785
569	0.06727567773
570	0.06724680043
571	0.06723738006
572	0.06720666302
573	0.06717790098
574	0.06713819358
575	0.0671076184
576	0.06707444098
577	0.06705527663
578	0.06703076595
579	0.06701162377
580	0.06698924098
581	0.06694223668
582	0.0669176329
583	0.0669020904
584	0.06686142989
585	0.06684733259
586	0.06683331508
587	0.06681641162
588	0.06680045241
589	0.06677942616
590	0.06676561257
591	0.06675463619
592	0.06673127811
593	0.06671552726
594	0.06669540093
595	0.06666830574
596	0.06666221907
597	0.06664582985
598	0.06662636405
599	0.06660895522
600	0.06658890868
601	0.06656595402
602	0.06656588309
603	0.06654369092
604	0.06652588754
605	0.06651116074
606	0.0665050652
607	0.06648536002
608	0.06646504749
609	0.06642840338
610	0.06640403012
611	0.06639130708
612	0.06637975439
613	0.06635554959
614	0.0663512938
615	0.0663311719
616	0.06631108103
617	0.06629403571
618	0.06625259053
619	0.06622884235
620	0.06621838906
621	0.0662069206
622	0.06617302945
623	0.0661457126
624	0.06613720103
625	0.06610834589
626	0.06607644078
627	0.06605620805
628	0.06603777516
629	0.06601507319
630	0.06599714124
631	0.06597422205
632	0.06594273808
633	0.06591597094
634	0.06589446147
635	0.06587829834
636	0.0658502057
637	0.06582453798
638	0.06580381317
639	0.06577844246
640	0.06576736411
641	0.06574232589
642	0.06574226383
643	0.06572472643
644	0.06570240127
645	0.06567711479
646	0.06565585802
647	0.0656434985
648	0.06561558761
649	0.06558593009
650	0.06557705056
651	0.06554807573
652	0.06551341765
653	0.06549170426
654	0.06548333454
655	0.06545932924
656	0.06544144606
657	0.06542144828
658	0.06540546248
659	0.06539703956
660	0.06537703735
661	0.06534307084
662	0.06529927168
663	0.06529916972
664	0.06529912095
665	0.06527771345
666	0.06526586817
667	0.06525952438
668	0.06525349535
669	0.06523874195
670	0.06522276944
671	0.06522276501
672	0.06522280047
673	0.06518860787
674	0.06516174764
675	0.06514290691
676	0.06512591478
677	0.06512567096
678	0.06512565323
679	0.06511471674
680	0.06511464137
681	0.06511464581
682	0.06510336353
683	0.06509333583
684	0.06508416815
685	0.0650650437
686	0.06506495504
687	0.06504410168
688	0.06503672497
689	0.06502315078
690	0.0649985603
691	0.06497589379
692	0.06497586719
693	0.06495963313
694	0.06494829766
695	0.0649482755
696	0.06492557796
697	0.06492558682
698	0.06491628615
699	0.0649025302
700	0.06489217888
701	0.06486586835
702	0.06485657212
703	0.06482526104
704	0.0648078123
705	0.06479146741
706	0.06477584512
707	0.06475686696
708	0.0647264957
709	0.06469953351
710	0.06468242612
711	0.06468042679
712	0.06466045118
713	0.06463498738
714	0.06462482668
715	0.0646029271
716	0.0645896322
717	0.06457561913
718	0.06455364862
719	0.06454700781
720	0.06454683935
721	0.06452355664
722	0.06452342365
723	0.06449625753
724	0.06449611124
725	0.06449170029
726	0.06449163823
727	0.06448439009
728	0.06446835995
729	0.06444099877
730	0.06442222897
731	0.06442208268
732	0.06442198958
733	0.06442198958
734	0.0644216305
735	0.06440228883
736	0.0643921237
737	0.06438172361
738	0.06435445997
739	0.0643544777
740	0.0643410897
741	0.06433377506
742	0.06432733818
743	0.06431660118
744	0.06430955253
745	0.06430947273
746	0.06429170038
747	0.0642719553
748	0.06425811955
749	0.06425799985
750	0.06425790676
751	0.06425782696
752	0.06424582209
753	0.06424577333
754	0.06423677411
755	0.06423684504
756	0.06423679627
757	0.06422095676
758	0.06421720635
759	0.0642000369
760	0.06420004133
761	0.06419271339
762	0.0641927001
763	0.0641925538
764	0.06418335066
765	0.06418330189
766	0.06416139345
767	0.06416144665
768	0.06415209721
769	0.06414045585
770	0.06413259151
771	0.06412399127
772	0.06410245521
773	0.0641025084
774	0.06410234881
775	0.06410236654
776	0.06408970114
777	0.06408957701
778	0.06408932876
779	0.06407414091
780	0.06407395915
781	0.06407395029
782	0.06405599175
783	0.06404975436
784	0.06404141124
785	0.06404141567
786	0.06404142897
787	0.0640414068
788	0.06404134031
789	0.06404135804
790	0.06403491673
791	0.06403059444
792	0.06402077066
793	0.06400096351
794	0.06398660909
795	0.06398385169
796	0.0639648957
797	0.06393842115
798	0.06392144232
799	0.06392138913
